area,bedrooms,bathrooms,stories,parking,age,city_tier,country,city,location,mainroad,furnishingstatus,price
1725,1,1,1,0,4,1,Morocco,Casablanca,suburban,yes,semi-furnished,213800
1589,2,2,3,1,57,4,France,Nantes,suburban,yes,furnished,202900
1741,4,4,1,1,4,2,USA,Denver,suburban,yes,unfurnished,898600
3464,5,4,2,2,29,2,China,Nanjing,prime,yes,furnished,1003900
1307,3,2,3,2,13,3,Canada,Calgary,suburban,yes,furnished,494100
1947,2,1,4,0,32,3,Thailand,Chiang Mai,suburban,yes,unfurnished,154000
2308,4,4,2,3,36,3,Bangladesh,Sylhet,urban,yes,furnished,112100
1174,5,4,1,3,14,1,Sweden,Stockholm,urban,yes,semi-furnished,983200
764,1,1,3,0,15,4,Thailand,Krabi,suburban,yes,furnished,107800
1409,2,1,3,3,59,3,Colombia,Cartagena,rural,yes,unfurnished,71900
2294,4,3,1,3,29,3,Japan,Kobe,suburban,yes,unfurnished,549300
1578,1,1,1,2,18,4,Pakistan,Multan,urban,yes,unfurnished,57800
1650,5,4,2,3,30,3,Vietnam,Da Nang,urban,yes,unfurnished,169600
2392,2,2,1,3,38,2,Japan,Osaka,urban,no,furnished,629700
1276,3,2,4,1,4,3,Egypt,Sharm El Sheikh,urban,yes,semi-furnished,146700
1742,3,3,4,3,35,3,Colombia,Cartagena,prime,yes,semi-furnished,214100
816,2,2,4,0,30,2,Switzerland,Basel,urban,yes,semi-furnished,661500
2008,1,1,1,0,42,3,USA,Houston,suburban,no,furnished,378200
1949,1,1,2,2,49,3,South Korea,Daegu,urban,no,semi-furnished,311100
2317,2,1,2,3,4,4,South Africa,Port Elizabeth,suburban,no,semi-furnished,197200
1056,2,1,2,0,2,2,Canada,Ottawa,suburban,yes,furnished,466800
1675,5,4,1,3,29,2,China,Guangzhou,suburban,yes,unfurnished,447400
969,4,3,1,3,33,3,Germany,Dusseldorf,suburban,no,unfurnished,313200
1640,1,1,3,1,13,4,Poland,Lodz,suburban,yes,semi-furnished,153100
2763,4,4,3,3,15,4,Pakistan,Peshawar,urban,yes,unfurnished,100200
1592,4,4,4,2,7,2,South Korea,Suwon,urban,no,semi-furnished,730100
912,1,1,2,2,48,2,India,Noida,urban,yes,furnished,77800
1358,3,3,1,2,31,3,Vietnam,Da Nang,suburban,yes,unfurnished,114200
753,4,3,4,2,46,4,Pakistan,Multan,urban,no,furnished,50500
958,4,3,3,2,27,4,Italy,Palermo,suburban,no,semi-furnished,259200
2236,3,2,4,3,12,3,Nepal,Pokhara,suburban,yes,unfurnished,105200
860,3,3,4,1,27,3,Israel,Netanya,suburban,yes,furnished,420500
2003,4,4,1,1,1,4,Malaysia,Ipoh,urban,yes,semi-furnished,285500
1817,5,4,4,2,22,2,Portugal,Porto,urban,yes,semi-furnished,573600
1455,1,1,3,1,46,1,UK,London,suburban,no,furnished,461300
1948,3,2,4,3,18,3,Israel,Netanya,urban,no,semi-furnished,569200
1191,5,4,3,3,58,3,France,Toulouse,prime,yes,unfurnished,367600
2347,3,2,1,3,1,4,USA,Memphis,urban,yes,unfurnished,763000
1346,1,1,1,3,15,3,USA,Phoenix,suburban,no,furnished,455300
1549,1,1,2,2,35,1,Singapore,Singapore,prime,yes,unfurnished,1275400
1472,4,4,1,1,17,4,Chile,Concepcion,suburban,yes,furnished,194800
2248,3,2,3,3,54,3,India,Lucknow,prime,yes,semi-furnished,119200
2154,4,3,4,1,4,1,Portugal,Lisbon,suburban,no,unfurnished,634900
350,1,1,3,3,29,4,Canada,Halifax,suburban,yes,semi-furnished,211200
1965,4,4,2,3,19,2,Canada,Montreal,rural,no,semi-furnished,702800
666,3,3,4,2,17,4,Egypt,Luxor,prime,yes,unfurnished,106700
1578,3,2,2,3,3,1,Qatar,Doha,urban,yes,semi-furnished,790600
1730,3,2,4,1,18,3,Brazil,Porto Alegre,urban,yes,unfurnished,208700
1571,2,2,2,0,2,2,Nigeria,Abuja,suburban,yes,semi-furnished,195100
2126,4,4,3,2,15,1,Ireland,Dublin,rural,yes,semi-furnished,839700
2268,2,2,1,1,50,2,Italy,Venice,suburban,yes,semi-furnished,363900
1297,3,3,2,3,26,4,UK,Belfast,suburban,yes,furnished,385400
1274,5,4,2,2,15,4,UAE,Ajman,urban,yes,furnished,297100
1777,4,4,3,0,3,4,Vietnam,Can Tho,urban,yes,furnished,187500
797,1,1,4,2,17,3,Japan,Kobe,urban,yes,semi-furnished,362400
1490,1,1,1,2,14,2,France,Lyon,urban,yes,unfurnished,544200
2676,3,3,2,1,27,1,Australia,Sydney,suburban,no,semi-furnished,1113000
821,4,4,2,3,56,3,Bangladesh,Gazipur,urban,yes,semi-furnished,62000
1579,3,3,3,2,2,4,Nepal,Biratnagar,suburban,yes,unfurnished,84800
1415,5,4,1,2,27,4,Greece,Heraklion,prime,no,semi-furnished,254400
3103,5,4,3,1,27,4,USA,Cleveland,rural,yes,unfurnished,502100
1450,3,3,3,3,2,1,USA,Boston,urban,yes,unfurnished,1367700
1488,2,1,3,2,15,2,Thailand,Phuket,rural,no,furnished,183700
1130,1,1,4,2,0,3,Brazil,Curitiba,urban,yes,unfurnished,217200
1806,1,1,3,3,42,1,Bangladesh,Dhaka,urban,yes,unfurnished,134600
1976,4,3,4,3,58,2,Poland,Krakow,urban,yes,furnished,297500
1224,2,2,1,2,3,3,Australia,Gold Coast,suburban,yes,furnished,491100
2443,1,1,2,3,46,2,China,Nanjing,suburban,yes,semi-furnished,369100
1976,1,1,3,0,31,1,New Zealand,Auckland,rural,yes,unfurnished,488500
2354,3,2,1,2,15,2,Colombia,Medellin,urban,yes,unfurnished,303000
1587,3,3,3,1,38,4,Indonesia,Medan,urban,yes,furnished,132500
1958,1,1,1,2,19,1,Israel,Tel Aviv,urban,yes,unfurnished,947500
1661,3,2,3,3,59,1,Thailand,Bangkok,urban,yes,semi-furnished,258200
2747,3,2,4,3,45,3,Norway,Stavanger,suburban,no,semi-furnished,476000
1876,1,1,1,0,15,3,Mexico,Cancun,urban,yes,semi-furnished,230300
1806,5,4,1,3,38,1,South Korea,Seoul,urban,no,unfurnished,713400
1502,2,2,3,3,55,4,Russia,Kazan,prime,no,semi-furnished,152900
1465,1,1,2,2,39,2,UK,Manchester,prime,yes,semi-furnished,628800
1955,1,1,4,2,39,2,South Korea,Busan,suburban,no,semi-furnished,442300
2333,3,2,1,2,22,1,Norway,Oslo,rural,yes,semi-furnished,806200
1355,4,3,4,3,37,4,Ireland,Limerick,urban,yes,semi-furnished,406400
1882,2,1,4,0,50,4,Poland,Lodz,rural,no,unfurnished,86300
1920,4,3,3,3,4,2,Poland,Krakow,prime,yes,unfurnished,450600
2033,2,1,2,3,42,3,Vietnam,Da Nang,rural,yes,furnished,100300
690,1,1,3,0,12,1,UAE,Dubai,suburban,yes,furnished,304500
1199,4,4,2,1,43,1,Switzerland,Zurich,urban,no,semi-furnished,927100
912,4,3,2,2,30,4,Pakistan,Peshawar,prime,no,semi-furnished,60400
1821,4,3,3,0,11,2,Bangladesh,Chittagong,urban,no,furnished,157700
1214,3,2,4,0,59,4,India,Nagpur,suburban,yes,unfurnished,43900
1477,5,4,3,1,18,3,Netherlands,Eindhoven,rural,no,unfurnished,442400
1024,5,4,4,3,49,2,USA,Denver,prime,yes,furnished,748500
1538,2,2,3,2,21,3,Nigeria,Port Harcourt,urban,no,semi-furnished,117900
1069,4,4,4,3,8,3,Canada,Calgary,urban,yes,unfurnished,528200
2293,1,1,1,3,18,3,Italy,Naples,rural,yes,unfurnished,338600
2111,1,1,1,2,58,1,USA,Boston,prime,no,unfurnished,837600
1898,3,3,1,2,12,3,UK,Cardiff,rural,yes,furnished,587500
1604,4,4,2,2,49,3,Colombia,Cartagena,urban,no,unfurnished,163800
476,3,2,2,0,40,3,France,Marseille,urban,yes,semi-furnished,261900
1502,1,1,3,1,25,2,Egypt,Giza,urban,yes,semi-furnished,159800
1305,4,4,4,0,38,4,India,Bhopal,suburban,yes,furnished,78900
1961,4,4,1,0,34,3,Turkey,Antalya,prime,yes,semi-furnished,263300
2203,4,3,1,1,32,2,UK,Bristol,suburban,no,furnished,733700
2011,4,4,4,3,42,3,Israel,Netanya,urban,yes,semi-furnished,532400
2621,5,4,2,3,36,4,Brazil,Fortaleza,prime,yes,unfurnished,276500
1431,2,1,3,1,3,2,Turkey,Izmir,urban,yes,semi-furnished,298300
1404,1,1,1,1,58,4,Kenya,Nakuru,prime,yes,furnished,84700
2475,3,2,4,3,59,2,Turkey,Ankara,suburban,no,furnished,200100
1908,5,4,2,3,4,3,China,Tianjin,rural,yes,semi-furnished,403000
1639,1,1,4,2,0,4,Morocco,Fes,urban,no,unfurnished,132500
3000,5,4,1,0,40,1,USA,Los Angeles,rural,yes,semi-furnished,962500
2176,4,4,3,1,51,1,Italy,Milan,urban,yes,unfurnished,606900
1676,1,1,4,2,48,4,Germany,Dresden,urban,yes,furnished,296900
1354,3,3,1,2,35,4,Turkey,Bursa,rural,yes,furnished,118300
2662,2,1,4,3,26,4,Kenya,Nakuru,urban,yes,unfurnished,160500
1935,4,4,4,2,54,4,Colombia,Barranquilla,urban,no,semi-furnished,115700
1816,4,3,2,1,18,3,Ireland,Galway,suburban,no,semi-furnished,572200
2240,2,1,4,2,53,2,USA,Chicago,urban,yes,semi-furnished,667700
2372,3,3,4,2,32,3,South Korea,Incheon,prime,yes,furnished,671200
2157,1,1,1,2,32,4,Turkey,Adana,suburban,no,unfurnished,122900
2375,1,1,1,1,45,1,India,Bangalore,suburban,yes,semi-furnished,145200
2093,4,3,1,0,34,1,UAE,Dubai,urban,yes,semi-furnished,539900
2161,2,2,2,3,51,4,USA,Memphis,suburban,no,unfurnished,339500
1324,5,4,3,2,52,3,Saudi Arabia,Khobar,prime,yes,furnished,253100
2977,3,3,1,3,39,2,USA,Austin,urban,yes,furnished,1027000
998,2,2,2,2,21,4,Australia,Darwin,urban,yes,furnished,336100
2001,5,4,2,1,38,4,South Africa,Port Elizabeth,suburban,no,unfurnished,157200
931,1,1,3,3,58,2,Saudi Arabia,Mecca,urban,no,semi-furnished,156100
1736,5,4,2,3,53,3,India,Ahmedabad,suburban,yes,unfurnished,79900
1429,1,1,2,2,52,2,Nigeria,Abuja,suburban,no,furnished,101600
1888,5,4,3,0,31,4,Australia,Darwin,urban,no,unfurnished,498800
2022,3,2,3,3,57,4,Kenya,Kisumu,suburban,no,furnished,82700
1178,3,3,4,2,21,2,China,Suzhou,urban,yes,furnished,494100
1781,4,4,4,1,44,3,India,Lucknow,suburban,yes,semi-furnished,103800
2706,4,3,4,1,11,4,Spain,Zaragoza,suburban,yes,unfurnished,421100
947,2,2,4,0,17,3,Norway,Stavanger,urban,yes,unfurnished,408400
1245,1,1,2,0,8,1,Portugal,Lisbon,suburban,yes,semi-furnished,473100
2359,5,4,3,1,22,2,India,Hyderabad,urban,yes,unfurnished,235600
1850,3,2,3,2,22,1,India,Delhi,suburban,yes,unfurnished,186000
1898,2,2,3,2,14,2,Israel,Jerusalem,rural,yes,furnished,601800
2464,5,4,4,2,1,3,Sweden,Malmo,urban,yes,semi-furnished,1049100
1284,1,1,4,2,21,1,Singapore,Singapore,suburban,yes,semi-furnished,854900
1462,5,4,2,2,38,4,UAE,Al Ain,rural,yes,unfurnished,193900
1382,1,1,1,2,51,4,Netherlands,Groningen,prime,yes,furnished,279500
1574,4,4,3,2,52,3,Argentina,Cordoba,urban,yes,furnished,163900
2671,1,1,3,3,22,3,Italy,Turin,urban,yes,semi-furnished,529400
694,1,1,3,1,38,3,Italy,Bologna,suburban,no,unfurnished,185200
1024,2,2,1,2,4,4,Malaysia,Kuching,prime,yes,semi-furnished,176700
912,1,1,1,1,58,3,India,Surat,rural,no,semi-furnished,30200
2711,1,1,3,3,18,1,USA,San Francisco,urban,yes,semi-furnished,1341000
1401,4,3,3,2,55,1,Portugal,Lisbon,suburban,yes,semi-furnished,368300
1588,4,3,3,0,26,2,Japan,Osaka,rural,no,furnished,492600
750,2,2,3,2,35,1,Australia,Melbourne,urban,yes,unfurnished,570900
1629,4,4,4,0,31,2,France,Nice,suburban,no,unfurnished,614700
2363,2,2,2,2,7,3,Brazil,Curitiba,rural,yes,semi-furnished,189100
1964,2,2,3,3,18,4,Indonesia,Semarang,urban,no,semi-furnished,169100
1730,5,4,4,2,11,4,USA,Detroit,suburban,yes,furnished,640000
783,3,3,4,0,41,4,Japan,Sendai,rural,no,unfurnished,196400
1587,1,1,1,2,21,2,Nigeria,Abuja,prime,yes,semi-furnished,196000
1895,4,4,1,3,50,1,Canada,Vancouver,suburban,no,unfurnished,613100
1155,2,1,4,2,10,1,USA,Boston,rural,yes,semi-furnished,768500
2226,1,1,3,3,31,4,Qatar,Al Wakrah,rural,no,furnished,199100
2375,2,2,3,1,24,3,China,Chengdu,suburban,yes,semi-furnished,394600
1456,2,2,1,1,3,3,Norway,Stavanger,urban,yes,semi-furnished,588300
2272,1,1,1,3,59,2,Israel,Jerusalem,urban,yes,unfurnished,463900
1729,4,4,3,2,37,3,Greece,Thessaloniki,urban,yes,furnished,338800
2546,2,2,1,2,59,2,Pakistan,Lahore,suburban,yes,unfurnished,77200
3122,1,1,4,1,4,1,Thailand,Bangkok,suburban,no,furnished,466900
1089,1,1,4,2,45,2,Germany,Berlin,suburban,no,semi-furnished,290500
2300,4,4,4,1,46,1,Spain,Madrid,urban,no,semi-furnished,693600
2648,3,3,1,3,36,4,Malaysia,Kota Kinabalu,suburban,yes,unfurnished,177300
1169,5,4,2,1,7,4,France,Strasbourg,urban,yes,semi-furnished,517100
1426,3,3,1,2,51,2,USA,Miami,prime,yes,unfurnished,556900
1419,4,3,3,0,31,4,Bangladesh,Barisal,prime,yes,furnished,96500
1714,3,2,3,3,57,3,India,Kochi,suburban,yes,semi-furnished,75200
1568,3,2,1,0,3,4,Germany,Leipzig,rural,no,semi-furnished,348800
1671,5,4,4,1,50,3,India,Surat,rural,yes,furnished,87500
2345,4,3,3,1,19,2,India,Noida,suburban,yes,semi-furnished,165800
568,3,3,2,3,39,3,Morocco,Tangier,rural,yes,semi-furnished,85700
1167,5,4,4,2,27,2,Japan,Kyoto,suburban,no,unfurnished,627600
2235,4,4,2,2,29,4,Chile,Concepcion,urban,no,unfurnished,208000
2159,5,4,3,2,3,2,UK,Edinburgh,rural,yes,semi-furnished,810500
1112,4,4,4,2,22,2,Saudi Arabia,Mecca,prime,yes,unfurnished,407500
2164,4,3,4,1,2,1,Norway,Oslo,urban,yes,furnished,1320300
2662,3,2,3,3,26,3,Bangladesh,Sylhet,urban,yes,furnished,133200
1768,5,4,2,2,53,2,Vietnam,Hanoi,suburban,yes,semi-furnished,154900
1145,2,2,2,3,9,2,Indonesia,Bali,suburban,no,furnished,199900
2369,3,3,4,0,3,3,Bangladesh,Sylhet,suburban,yes,unfurnished,120900
2920,5,4,3,0,15,4,Malaysia,Kuching,suburban,yes,furnished,260900
1224,2,1,3,1,20,4,UAE,Ras Al Khaimah,urban,yes,furnished,229200
1826,3,2,2,0,45,3,USA,Charlotte,urban,yes,furnished,568500
2509,1,1,3,0,7,1,UK,London,urban,yes,semi-furnished,1054500
1875,3,3,1,3,38,3,France,Bordeaux,suburban,yes,unfurnished,429000
664,2,2,3,1,8,3,Japan,Sapporo,prime,yes,unfurnished,434400
2088,3,3,1,1,18,3,Portugal,Faro,rural,no,unfurnished,254800
1164,2,1,3,0,22,2,Nigeria,Abuja,urban,yes,furnished,149200
974,5,4,3,0,30,3,Egypt,Sharm El Sheikh,urban,yes,furnished,135300
677,5,4,4,3,9,4,Kenya,Nakuru,urban,yes,furnished,144300
2574,3,2,1,0,22,2,UK,Edinburgh,urban,yes,semi-furnished,1028900
1257,4,3,4,0,18,3,Colombia,Cali,suburban,no,furnished,160300
2017,3,2,4,1,14,3,Bangladesh,Sylhet,rural,yes,unfurnished,103600
2176,2,1,4,1,33,4,Ireland,Limerick,urban,yes,furnished,476700
1905,3,2,2,3,6,3,Morocco,Tangier,rural,yes,furnished,156100
1993,3,2,4,1,59,1,Netherlands,Amsterdam,urban,yes,semi-furnished,600300
2048,4,3,1,0,31,3,Italy,Naples,prime,yes,furnished,646400
1890,4,3,2,3,53,4,Australia,Darwin,urban,yes,furnished,356500
1306,2,1,4,2,37,4,Pakistan,Peshawar,urban,no,unfurnished,48200
1248,4,3,3,1,42,2,Mexico,Monterrey,urban,no,furnished,221100
1732,5,4,4,0,0,3,Argentina,Rosario,suburban,yes,semi-furnished,285800
1718,3,2,3,0,52,3,Poland,Gdansk,suburban,yes,semi-furnished,154200
2079,5,4,3,2,2,2,Japan,Yokohama,urban,yes,semi-furnished,1248700
2516,3,3,3,3,13,1,New Zealand,Auckland,rural,yes,semi-furnished,768900
2024,1,1,3,3,11,1,USA,Washington DC,urban,yes,semi-furnished,1125000
1273,1,1,2,2,52,4,Poland,Poznan,rural,no,furnished,73900
382,2,1,3,1,45,4,UAE,Ajman,urban,yes,semi-furnished,118800
1300,3,3,2,1,18,3,Bangladesh,Gazipur,urban,no,unfurnished,87500
926,5,4,1,3,44,4,Kenya,Kisumu,urban,yes,furnished,104200
1325,2,2,1,1,14,4,Brazil,Salvador,prime,yes,furnished,194100
1957,2,1,3,3,25,3,Portugal,Faro,rural,yes,semi-furnished,236500
1855,4,4,3,3,29,3,Qatar,Al Rayyan,urban,no,semi-furnished,399600
3008,2,2,1,1,59,3,Indonesia,Bandung,urban,no,semi-furnished,137400
2114,3,3,2,1,3,4,UAE,Ras Al Khaimah,prime,yes,unfurnished,474000
3041,2,1,4,0,30,3,Saudi Arabia,Khobar,prime,yes,furnished,471100
2265,2,1,4,2,30,1,UK,Cambridge,urban,yes,semi-furnished,1122100
2506,1,1,2,1,39,3,France,Marseille,suburban,yes,unfurnished,352300
1567,3,2,3,0,23,4,Bangladesh,Mymensingh,suburban,yes,semi-furnished,73700
1102,3,3,3,3,32,4,Egypt,Luxor,urban,yes,unfurnished,100600
1508,1,1,3,2,3,2,Saudi Arabia,Mecca,rural,yes,unfurnished,247000
1792,4,4,1,1,55,1,UK,Cambridge,urban,yes,unfurnished,736600
1392,2,2,2,0,53,2,Morocco,Rabat,suburban,yes,semi-furnished,101600
1149,4,3,2,1,7,2,Netherlands,Rotterdam,prime,yes,semi-furnished,836200
2071,1,1,4,0,11,1,UAE,Dubai,urban,yes,unfurnished,670300
1146,1,1,1,0,3,2,China,Suzhou,rural,yes,semi-furnished,294200
803,1,1,3,0,38,2,Saudi Arabia,Jeddah,urban,no,semi-furnished,143000
1071,3,3,2,0,33,2,Japan,Osaka,urban,yes,unfurnished,492600
1648,1,1,2,3,36,1,Sweden,Stockholm,urban,no,furnished,673600
1156,2,2,3,3,39,3,Sri Lanka,Kandy,urban,no,semi-furnished,77300
1652,3,2,1,2,27,2,India,Chennai,urban,yes,furnished,158400
2190,4,3,3,3,50,3,China,Tianjin,suburban,yes,unfurnished,294900
2173,4,3,2,1,13,4,Germany,Dresden,suburban,yes,unfurnished,400200
1370,3,3,2,1,29,4,UAE,Al Ain,prime,yes,unfurnished,306900
952,1,1,1,2,15,1,Peru,Lima,urban,yes,semi-furnished,204700
1426,5,4,1,2,10,3,Philippines,Cebu,prime,yes,unfurnished,223500
2226,4,3,1,1,18,2,China,Nanjing,suburban,no,semi-furnished,516400
2378,5,4,3,2,21,4,USA,Detroit,suburban,yes,semi-furnished,657900
2029,5,4,2,2,2,3,Russia,Sochi,rural,yes,semi-furnished,302500
2581,4,3,1,1,46,3,Norway,Stavanger,suburban,yes,semi-furnished,462300
2924,5,4,4,3,4,1,Germany,Frankfurt,suburban,yes,furnished,1435600
1486,3,3,4,2,17,2,Thailand,Phuket,suburban,yes,semi-furnished,201800
2766,3,2,3,0,21,3,USA,Houston,urban,no,furnished,915600
1631,3,2,3,3,51,1,Thailand,Bangkok,suburban,yes,semi-furnished,224300
2463,3,2,3,3,36,4,France,Strasbourg,urban,yes,semi-furnished,468500
2261,3,2,4,3,7,3,Indonesia,Bandung,suburban,yes,semi-furnished,268700
515,2,2,4,1,32,3,France,Marseille,suburban,yes,semi-furnished,273700
1172,4,3,4,2,25,1,Turkey,Istanbul,suburban,yes,unfurnished,308500
1006,2,2,2,0,15,2,India,Noida,urban,yes,unfurnished,101100
642,5,4,2,2,42,2,Italy,Florence,rural,yes,unfurnished,336500
2372,4,3,1,1,3,4,Portugal,Braga,suburban,yes,semi-furnished,333900
3145,5,4,3,3,21,3,Russia,Sochi,urban,no,semi-furnished,402500
1633,4,4,2,1,49,4,Greece,Patras,rural,no,semi-furnished,145000
2355,3,3,3,2,39,4,Portugal,Coimbra,suburban,yes,semi-furnished,260000
2765,2,2,3,2,9,1,Sweden,Stockholm,urban,yes,semi-furnished,1189500
1935,4,3,3,3,59,1,Philippines,Manila,urban,no,furnished,225300
1784,3,2,1,3,45,4,Malaysia,Ipoh,rural,no,furnished,104200
1640,2,2,3,3,2,4,Germany,Dresden,urban,yes,furnished,506300
2149,1,1,1,1,52,1,Japan,Tokyo,suburban,yes,semi-furnished,521700
2369,1,1,4,0,1,3,Peru,Arequipa,urban,yes,furnished,244700
2100,2,1,1,2,29,3,Egypt,Sharm El Sheikh,suburban,yes,semi-furnished,124200
2078,4,3,2,2,36,3,Portugal,Faro,urban,yes,unfurnished,365900
1767,5,4,2,2,16,3,USA,Charlotte,urban,yes,semi-furnished,855300
765,5,4,4,0,57,4,Pakistan,Faisalabad,suburban,no,unfurnished,38000
2384,3,2,1,3,47,4,Qatar,Al Wakrah,urban,yes,unfurnished,262500
965,5,4,3,3,29,4,Germany,Leipzig,rural,yes,semi-furnished,311200
2203,1,1,4,3,27,4,Pakistan,Multan,prime,yes,unfurnished,91000
2291,5,4,4,0,27,1,Australia,Melbourne,prime,yes,unfurnished,1568200
1059,5,4,2,2,26,2,Australia,Canberra,suburban,yes,semi-furnished,664000
1405,3,2,2,1,13,3,Spain,Seville,urban,yes,unfurnished,380400
3179,1,1,1,2,39,2,New Zealand,Queenstown,urban,yes,furnished,676100
1748,4,3,2,1,21,3,Sri Lanka,Negombo,rural,yes,furnished,105700
1007,1,1,2,3,45,2,USA,Denver,urban,no,unfurnished,408200
2321,4,4,4,3,0,3,Brazil,Belo Horizonte,suburban,yes,furnished,363200
1298,2,2,4,3,10,2,Japan,Yokohama,suburban,yes,furnished,609700
552,3,3,4,3,31,4,Indonesia,Medan,urban,no,furnished,106200
2138,5,4,2,2,17,1,UAE,Dubai,suburban,no,semi-furnished,633300
1204,1,1,3,2,48,1,Israel,Tel Aviv,rural,yes,semi-furnished,385900
2009,1,1,3,1,38,4,Indonesia,Medan,urban,yes,unfurnished,128400
1272,3,3,2,2,46,2,Australia,Canberra,urban,yes,furnished,539500
2260,4,3,1,2,45,1,Sri Lanka,Colombo,urban,yes,semi-furnished,161300
1919,2,1,2,2,26,2,Japan,Kyoto,urban,yes,semi-furnished,683200
350,1,1,3,0,5,1,Germany,Munich,urban,no,unfurnished,384200
2048,4,4,1,2,26,3,Saudi Arabia,Khobar,suburban,yes,semi-furnished,264300
1612,4,4,1,1,14,1,Brazil,Sao Paulo,rural,yes,semi-furnished,314100
2721,5,4,1,0,40,1,Australia,Melbourne,suburban,yes,unfurnished,1009500
2057,5,4,4,3,57,1,UAE,Abu Dhabi,suburban,no,unfurnished,393400
2292,4,4,4,1,56,4,Egypt,Aswan,prime,yes,semi-furnished,136200
1338,1,1,1,2,44,3,Poland,Gdansk,urban,no,semi-furnished,122600
1286,2,1,2,2,44,4,Bangladesh,Barisal,suburban,no,unfurnished,40700
1783,4,3,4,0,57,3,Bangladesh,Sylhet,suburban,yes,furnished,66100
1566,3,2,2,0,29,3,Canada,Quebec City,prime,yes,semi-furnished,595400
2670,1,1,1,1,0,2,India,Chennai,suburban,no,unfurnished,174900
1700,3,2,3,2,54,4,Pakistan,Faisalabad,urban,no,unfurnished,51100
1004,4,3,3,3,33,3,USA,Houston,suburban,yes,unfurnished,416000
1262,4,3,3,3,59,2,Netherlands,Rotterdam,urban,yes,furnished,489300
2427,5,4,2,3,48,1,Germany,Munich,urban,yes,semi-furnished,882300
1691,1,1,4,3,43,2,USA,San Diego,suburban,no,unfurnished,531400
1657,5,4,1,3,24,2,Pakistan,Lahore,suburban,no,furnished,110300
2489,3,3,2,2,54,2,Germany,Berlin,rural,yes,semi-furnished,441600
1205,2,2,4,1,54,4,Indonesia,Semarang,urban,yes,unfurnished,81400
350,5,4,2,1,56,4,New Zealand,Hamilton,suburban,yes,semi-furnished,168600
1246,1,1,1,2,32,2,Bangladesh,Chittagong,suburban,yes,unfurnished,82500
1957,1,1,3,1,34,2,Germany,Stuttgart,suburban,yes,furnished,509500
1638,4,3,3,3,41,1,India,Delhi,prime,yes,semi-furnished,214500
786,4,3,3,0,17,3,Sri Lanka,Negombo,urban,yes,semi-furnished,86100
2460,1,1,2,2,8,4,UAE,Ras Al Khaimah,suburban,yes,furnished,327200
1906,5,4,4,0,43,3,Bangladesh,Gazipur,urban,yes,semi-furnished,91400
2053,5,4,3,1,25,1,Poland,Warsaw,suburban,yes,unfurnished,451600
2073,4,3,3,3,9,4,Greece,Heraklion,rural,no,unfurnished,189800
956,2,2,3,0,56,4,Mexico,Puebla,suburban,yes,semi-furnished,63000
1997,5,4,4,3,20,2,UK,Birmingham,rural,yes,semi-furnished,877200
2390,1,1,3,3,37,1,Netherlands,Amsterdam,urban,no,unfurnished,916500
2541,4,3,4,2,23,2,Russia,Saint Petersburg,prime,yes,unfurnished,664300
2269,5,4,2,3,23,3,Argentina,Cordoba,suburban,yes,unfurnished,236900
2134,3,2,1,2,50,2,Poland,Krakow,urban,yes,semi-furnished,259300
671,2,1,3,3,49,4,Pakistan,Quetta,suburban,yes,furnished,32700
1790,3,3,2,1,26,3,Israel,Eilat,suburban,yes,semi-furnished,434400
1178,1,1,4,1,30,2,Pakistan,Lahore,suburban,yes,furnished,78500
2633,1,1,1,1,37,2,Israel,Jerusalem,suburban,no,furnished,463300
2535,2,1,4,3,6,2,Germany,Stuttgart,rural,no,semi-furnished,650000
1182,1,1,4,0,51,4,France,Nantes,suburban,yes,semi-furnished,198900
1770,4,4,4,3,33,4,Sri Lanka,Jaffna,urban,yes,semi-furnished,84800
1962,4,4,2,3,8,4,Ireland,Limerick,suburban,yes,unfurnished,542500
2386,5,4,4,2,40,4,Bangladesh,Rangpur,suburban,yes,furnished,84100
711,2,2,3,3,40,2,South Korea,Busan,urban,no,furnished,361000
364,5,4,1,0,36,2,Canada,Ottawa,suburban,yes,semi-furnished,417200
1825,2,1,2,1,40,4,Bangladesh,Rajshahi,suburban,yes,semi-furnished,61400
350,3,3,3,1,50,3,Ireland,Cork,urban,no,semi-furnished,239200
1903,5,4,4,1,33,4,Brazil,Fortaleza,urban,yes,unfurnished,198900
2185,2,1,2,0,6,1,India,Mumbai,suburban,yes,semi-furnished,178500
2603,1,1,2,0,54,3,Argentina,Cordoba,rural,yes,furnished,106100
1395,5,4,3,1,26,4,Brazil,Fortaleza,suburban,no,unfurnished,142500
1905,2,2,1,1,31,3,USA,Atlanta,urban,yes,semi-furnished,557500
2223,2,2,4,3,17,4,South Korea,Daejeon,suburban,yes,unfurnished,420400
1036,4,4,2,1,9,2,Turkey,Ankara,suburban,yes,semi-furnished,282700
2395,3,3,3,3,55,2,USA,Denver,prime,yes,unfurnished,822000
1978,1,1,2,0,40,1,Italy,Milan,urban,yes,furnished,621800
1406,5,4,2,3,25,4,Indonesia,Makassar,suburban,no,furnished,131500
1892,3,2,2,3,25,1,India,Delhi,suburban,yes,unfurnished,211500
1709,2,2,4,0,20,4,USA,Detroit,rural,yes,furnished,429600
2307,1,1,2,0,59,3,Morocco,Tangier,urban,yes,semi-furnished,107300
1566,4,4,4,3,16,3,Egypt,Alexandria,rural,no,semi-furnished,120500
